bucket,codice,denominazione,termini_processuali,source_files
codex_curated_completion,146232,Credito per le opere pubbliche (lett. f art. 1 d.l.vo n. 5/2003),2,kb_05_contratti_responsabilita_locazioni.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,146239,Altri contratti bancari e controversie in genere di cui alla lettera e) art. 1 d.l.vo n. 5/2003,2,kb_05_contratti_responsabilita_locazioni.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,146331,"Pagamento di somma di danaro o consegna di cosa mobile in materia di controversie promosse da una banca nei confronti di altra banca e di cui alle lettere e), f) art. 1 d.l.vo n. 5/2003",2,kb_05_contratti_responsabilita_locazioni.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,150001,Associazione - Comitato,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,150002,Associazione in partecipazione,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,150003,Consorzio,7,kb_06_societario_industriale_fallimentare.json;kb_98_top9_set3_parte2.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,150004,Fondazione,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,150999,Altri istituti relativi alle persone giuridiche,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,151111,"Cause di responsabilita proposte dalla L.CA. in societa fiduciarie e di revisione ex art. 2, L. n. 430/1986 (COLLEGIO E RITO DEL LAVORO)",4,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,151120,"Rapporti sociali e cessione di partecipazione nelle societa di fatto, di persone, di capitali, di cooperative e mutue assicuratrici",3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,151121,Cause in materia di trasferimento di partecipazioni sociali etc.,2,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,151122,Cause in materia di patti parasociali,2,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,151123,Cause in materia di offerte pubbliche etc.,2,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,151130,Opposizione dei creditori alla fusione delle societa (art. 2503 c.c.),5,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,151999,Altri istituti di diritto societario,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,152001,Cause di respons. vs gli amministratori delle società di persone,3,kb_99_completamento_codici_ufficiali.json
codex_curated_completion,152003,Impugnazione delle delibere di assemblea – società di persone,5,kb_99_completamento_codici_ufficiali.json
codex_curated_completion,152004,Cause in materia di rapporti societari – società di persone,3,kb_99_completamento_codici_ufficiali.json
codex_curated_completion,152005,Cause in materia di trasferimento di partecipazioni sociali etc. – società di persone,3,kb_99_completamento_codici_ufficiali.json
codex_curated_completion,152006,Cause in materia di patti parasociali – società di persone,3,kb_99_completamento_codici_ufficiali.json
codex_curated_completion,152110,"Cause di responsabilita contro gli organi amministrativi e di controllo, i direttori generali e i liquidatori delle associazioni in partecipazione e dei consorzi (COLLEGIO)",3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,152112,Impugnazione delle deliberazioni dell'assemblea e del consiglio di amministrazione delle associazioni in partecipazione e dei consorzi (COLLEGIO),5,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,152999,Altre controversie in materia di società di persone,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,153120,"Cause in materia di rapporti societari, ivi compresi quelli concernenti le societa di fatto nonche l'accertamento, la costituzione, la modificazione o l'estinzione del rapporto societario",3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,153121,Cause in materia di trasferimento di partecipazioni sociali e di negozi o diritti inerenti,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,153122,Cause in materia di patti parasociali,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,153123,"Cause in materia di offerte pubbliche di acquisto, di scambio e di vendita (O.P.A., O.P.S., O.P.V.)",5,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,153999,Altri istituti di diritto societario soggetti al d.l.vo n. 5/2003,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,154112,"Pagamento di somma di danaro o di consegna di cosa mobile in cause di impugnazione delle deliberazioni dell'assemblea e del c.d.a. delle societa, delle mutue assicuratrici e delle societa cooperative",5,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,154120,"Pagamento di somma di danaro o di consegna di cosa mobile in materia di rapporti societari, ivi compresi quelli concernenti le societa di fatto",3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,154121,Pagamento di somma di danaro o di consegna di cosa mobile in cause in materia di trasferimento di partecipazioni sociali e di negozi o diritti inerenti,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,154122,Pagamento di somma di danaro o di consegna di cosa mobile in cause in materia di patti parasociali,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,154123,"Pagamento di somma di danaro o di consegna di cosa mobile in cause in materia di offerte pubbliche di acquisto, di scambio e di vendita (O.P.A., O.P.S., O.P.V.)",5,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,154999,Pagamento di somma di danaro o di consegna di cosa mobile in cause residuali in materia di dirtto societario soggette al d.l.vo n. 5/2003,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,170001,Brevetto (invenzione e modello) - Marchio: Nullita - Decadenza,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,170004,Marchio,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,170011,Concorrenza sleale,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,170013,Concorrenza sleale interferente,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,170014,Marchi di fatto,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,170015,Nome a dominio,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,170021,Diritto di autore,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,170031,Ditta - Insegna - Denominazione sociale - Ragione sociale,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,170041,Antitrust afferente diritti di proprietà industriale,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,170042,Antitrust,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,170999,Altri istituti di diritto industriale,2,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,171002,Opposizione all'accertamento dello stato di insolvenza,5,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,171101,azione di inefficacia ex art. 44,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,171102,azione di inefficacia ex art. 64,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,171103,azione ex artt. 72 e ss.,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,171104,azione di inefficacia ex art. 167,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,171204,Istanza di revocazione contro crediti ammessi (art. 102),5,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,171205,"Domande di rivendicazione,, restituzione e separazione di cose mobili (art. 103)",3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,171301,Contestazione avverso il rendiconto del curatore (art. 116),3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,171311,Cause di omologazione di concordato fallimentare (artt. 124 e ss.),3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,171321,Cause di omologazione di concordato preventivo (art. 160 e ss.),3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,171401,Istanza e ricorso per la dichiarazione di fallimento e relativo reclamo (art. 6-22 del R.D. n. 267/1942),5,kb_99_completamento_codici_ufficiali.json
codex_curated_completion,171402,Istanza per estensione di fallimento (art. 147 del R.D. n. 267/1942,3,kb_99_completamento_codici_ufficiali.json
codex_curated_completion,171403,Accertamento dello stato di insolvenza nella Liquidazione coatta amministrativa o nella Amministrazione straordinaria e relativo reclamo,5,kb_99_completamento_codici_ufficiali.json
codex_curated_completion,171404,Esdebitazione del Debitore Incapiente (CCI),3,kb_99_completamento_codici_ufficiali.json
codex_curated_completion,171405,Reclamo avverso il rigetto della dichiarazione dello stato di insolvenza (LCA),5,kb_99_completamento_codici_ufficiali.json
codex_curated_completion,171406,Opposizione all'omologazione del piano di ristrutturazione,5,kb_99_completamento_codici_ufficiali.json
codex_curated_completion,171999,Altri istituti di diritto fallimentare,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,172001,Brevetto (invenzione e modello) - Marchio,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,172011,Concorrenza sleale,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,172012,Concorrenza sleale interferente- marchio di fatto - nome a dominio,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,172021,Diritto di autore,2,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,172031,Ditta - Insegna - Denominazione sociale,2,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,172999,Altri istituti di diritto industriale,2,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,173001,Brevetto (invenzione e modello) - Marchio,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,173011,Concorrenza sleale,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,173012,Concorrenza sleale interferente- marchio di fatto - nome a dominio,3,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,173021,Diritto di autore,2,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,173031,Ditta - Insegna - Denominazione sociale,2,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,173999,Altri istituti di diritto industriale,2,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,174101,Azione di inefficacia ex art. 144 CCI,3,kb_99_completamento_codici_ufficiali.json
codex_curated_completion,174102,Azione di inefficacia ex art. 163 CCI,3,kb_99_completamento_codici_ufficiali.json
codex_curated_completion,174103,Azione di inefficacia ex art. 94 CCI,3,kb_99_completamento_codici_ufficiali.json
codex_curated_completion,174104,Azione revocatoria ex art. 166 CCI,3,kb_99_completamento_codici_ufficiali.json
codex_curated_completion,174201,Opposizione sentenza di apertura della liquidazione giudiziale,5,kb_99_completamento_codici_ufficiali.json
codex_curated_completion,174202,Opposizione all'accertamento dello stato di insolvenza,5,kb_99_completamento_codici_ufficiali.json
codex_curated_completion,174203,Opposizione omologazione concordato preventivo,5,kb_99_completamento_codici_ufficiali.json
codex_curated_completion,174204,Opposizione omologazione accordo di ristrutturazione,5,kb_99_completamento_codici_ufficiali.json
codex_curated_completion,174999,Altri istituti di diritto concorsuale,3,kb_99_completamento_codici_ufficiali.json
codex_curated_completion,180003,Opposizione ordinanza prefettizia di cui all'art. 75 c.4 DPR 309/1990 (stupefacenti),5,kb_99_completamento_codici_ufficiali.json
codex_curated_completion,180004,Opposizione ordinanza/decreto prefettizio di cui all'art. di cui all'art. 75 c.9 DPR 309/1990 (stupefacenti),5,kb_99_completamento_codici_ufficiali.json
codex_curated_completion,180011,Risarcimento danni da occupazione illegittima ed accessione invertita,2,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,180021,Contenzioso di diritto tributario e doganale,2,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,180031,Contenzioso di diritto valutario,2,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,180041,Contenzioso relativo a beni demaniali,2,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,180051,Risarcimento danni da provvedimento illegittimo della P-A.,2,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,180999,Altre controversie di diritto amministrativo,2,kb_06_societario_industriale_fallimentare.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181003,"Cause di respons. vs gli organi amministrativi e di controllo,etc - Sez. Spec. Impresa",3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181004,"Impugn delle deliber. dell'assem. e del CdA,etc. - Sez. Spec. Impresa",5,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181005,Cause in materia di rapporti societari - Sez. Spec. Impresa,3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181006,Brevetto di invenzione,3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181007,Brevetto di modello di utilita',3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181008,Marchio,3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181009,Concorrenza sleale interferente,3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181010,Marchi di fatto,3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181011,Nome a dominio,3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181012,Diritto di autore e diritti connessi,3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181013,Ditta - Insegna - Denominazione sociale - Ragione sociale,3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181014,Disegni e modelli comunitari registrati,3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181015,Disegni e modelli comunitari non registrati,3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181016,Disegni e modelli nazionali,3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181017,Controversie in materia di proprietà industriale per violazione della normativa antitrust nazionale,3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181018,Controversie in materia di proprietà industriale per violazione della normativa antitrust dell’Unione Europea,3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181019,Controversie in materia di operazioni di concentrazione societarie,3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181022,Marchio Europeo,3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181023,Brevetto Europeo,3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181024,Marchio collettivo (art. 11 c.p.i.),3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181025,Tutela indicazioni geografiche (art. 29 c.p.i.),3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181026,Tutela segreti commerciali (art. 98 c.p.i.),3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181027,Tutela delle informazioni segrete – Know how (art. 99 c.p.i.),3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181028,Appalti pubblici sopra soglia di rilevanza comunitaria,3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181029,Cause in materia di trasferimento di partecipazioni sociali etc. - Sez. Spec. imprese,3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181030,Cause in materia di patti parasociali - Sez. Spec. Impresa,3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181031,Cause in materia di offerte pubbliche etc. - Sez. Spec. Impresa,3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181032,Revocazione ex art. 395 c.p.c. - Sez. Spec. Impresa,5,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181033,Opposizione di terzo ex artt. 404 e ss. c.p.c. - Sez. Spec. Impresa,5,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181034,Controversie in materia di indennità di espropriazione dei diritti di proprietà industriale,3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181035,"Controversie contro i provvedimenti del Consiglio dell’ordine di cui al capo VI del D.Lgs. 30/2005,",3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181036,"Cause in materia di rapporti tra società di cui agli artt. 2359, co. 1, n. 3, 2497septies c.c. e 2545septies c.c.",3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181037,Azione revocatoria (art. 2901 c.c.) - Sez. Spec. Impresa,3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181042,Azione inibitoria collettiva,3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181099,Altre controversie di competenza della Sez. Spec. dell’Impresa in materia di propr. Industriale e diritto d’autore,3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,181999,Altre controversie di competenza della Sez. Spec. dell’Impresa in materia societaria,3,kb_14_sezione_specializzata_impresa.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,210001,Ingiunzione in materia di lavoro,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,210002,Ingiunzione in materia di previdenza obbligatoria,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,210003,Ingiunzione in materia di assistenza obbligatoria,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,210012,"ex art. 18, 7' comma, Statuto lavoratori",4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,210013,"ex art. 15, L. n. 903/1977 (parita uomo-donna)",4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,210017,"Reclamo ex art. 1, comma 58, L. 92/2012",4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,210999,altre ipotesi,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,211001,sequestro conservativo,3,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,211002,Sequestro giudiziario ex art. 670 c.p.c.,3,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,211999,altre ipotesi,3,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,220002,appalto di manodopera,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,220003,lavoro interinale,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,220004,avviamento obbligatorio,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,220010,contratto a termine e di formazione e lavoro,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,220011,apprendistato,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,220012,patto di prova,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,220020,categoria e qualifica,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,220021,mansione e jus variandi,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,220030,trasferimento del lavoratore,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,220031,trasferimento di azienda,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,220040,sanzione disciplinare conservativa,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,220060,sospensione con intervento della Cassa integrazione guadagni,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,220070,Risarcimento danni da infortunio,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,220071,Risarcimento danni da dequalificazione,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,220072,Risarcimento danni:altre ipotesi,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,220104,Licenziamento del socio della cooperativa,4,kb_99_completamento_codici_ufficiali.json
codex_curated_completion,220105,Licenziamento discriminatorio,4,kb_99_completamento_codici_ufficiali.json
codex_curated_completion,220111,Impugnazione licenziamento con domanda di reintegrazione,5,kb_99_completamento_codici_ufficiali.json
codex_curated_completion,220120,Dimissioni,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,220999,Altre ipotesi,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,221001,qualificazione,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,221002,appalto di manodopera,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,221003,lavoro interinale,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,221004,avviamento obbligatorio,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,221010,contratto a termine e di formazione e lavoro,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,221011,apprendistato,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,221012,patto di prova,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,221020,categoria e qualifica,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,221021,mansione e jus variandi,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,221030,trasferimento del lavoratore,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,221031,trasferimento di azienda,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,221040,sanzione disciplinare conservativa,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,221050,retribuzione,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,221060,sospensione con intervento della Cassa integrazione guadagni,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,221070,Risarcimento danni da infortunio,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,221071,Risarcimento danni da dequalificazione,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,221072,Risarcimento danni:altre ipotesi,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,221099,Altre ipotesi,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,221101,Licenziamento individuale per giust. motivo oggettivo,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,221102,Licenziamento individuale per giusta causa,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,221103,Licenziamento individuale del dirigente,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,221105,Licenziamento discriminatorio,4,kb_99_completamento_codici_ufficiali.json
codex_curated_completion,221111,Impugnazione licenziamento con domanda di reintegrazione,5,kb_99_completamento_codici_ufficiali.json
codex_curated_completion,221120,Dimissioni,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,221999,Altre ipotesi,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,222101,Licenziamento individuale per giust. motivo oggettivo,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,222102,Licenziamento individuale per giusta causa,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,222103,Licenziamento individuale del dirigente,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,222105,Licenziamento discriminatorio,4,kb_99_completamento_codici_ufficiali.json
codex_curated_completion,222111,Impugnazione licenziamento con domanda di reintegrazione,5,kb_99_completamento_codici_ufficiali.json
codex_curated_completion,222120,Dimissioni,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,222999,Altre ipotesi,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,223001,"Rapporto di agenzia e altri rapporti di collaborazione ex art. 409, n. 3 c.p.c.",4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,223999,Altre controversie in materia di lavoro parasubordinato,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
codex_curated_completion,230010,Obbligo contributivo del datore di lavoro,4,kb_13_lavoro_previdenza.json;kb_99_completamento_codici_ufficiali.json
