module,macro_area,codice,denominazione,field,source_path,full_path,service_path,source_present,full_kb_present,service_present,ui_supported,lex_supported,source_steps,service_steps,missing_steps_in_service,source_value,service_value,value_changed_in_service,service_error,status
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RC_DA_CIRCOLAZIONE_VEICOLI_SCONTRO_TRA_VEICOLI_ART_2054_C_C_REGIME_ORDIN_160001,RC da circolazione veicoli – scontro tra veicoli (art. 2054 c.c.) – regime ordinario,denominazione,denominazione,denominazione,denominazione,True,True,True,True,True,,,,RC da circolazione veicoli – scontro tra veicoli (art. 2054 c.c.) – regime ordinario,RC da circolazione veicoli – scontro tra veicoli (art. 2054 c.c.) – regime ordinario,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RC_DA_CIRCOLAZIONE_VEICOLI_SCONTRO_TRA_VEICOLI_ART_2054_C_C_REGIME_ORDIN_160001,RC da circolazione veicoli – scontro tra veicoli (art. 2054 c.c.) – regime ordinario,categoria,categoria,categoria,categoria,True,True,True,True,True,,,,Responsabilità civile – RC veicoli,Responsabilità civile – RC veicoli,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RC_DA_CIRCOLAZIONE_VEICOLI_SCONTRO_TRA_VEICOLI_ART_2054_C_C_REGIME_ORDIN_160001,RC da circolazione veicoli – scontro tra veicoli (art. 2054 c.c.) – regime ordinario,sottocategoria,sottocategoria,sottocategoria,sottocategoria,False,False,False,True,False,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RC_DA_CIRCOLAZIONE_VEICOLI_SCONTRO_TRA_VEICOLI_ART_2054_C_C_REGIME_ORDIN_160001,RC da circolazione veicoli – scontro tra veicoli (art. 2054 c.c.) – regime ordinario,rito,rito,rito,rito,True,True,True,True,True,,,,Rito ordinario; negoziazione assistita obbligatoria D.L. 132/2014,Rito ordinario; negoziazione assistita obbligatoria D.L. 132/2014,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RC_DA_CIRCOLAZIONE_VEICOLI_SCONTRO_TRA_VEICOLI_ART_2054_C_C_REGIME_ORDIN_160001,RC da circolazione veicoli – scontro tra veicoli (art. 2054 c.c.) – regime ordinario,competenza,competenza,competenza,competenza,True,True,True,True,True,,,,Tribunale del luogo del sinistro o residenza del danneggiato,Tribunale del luogo del sinistro o residenza del danneggiato,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RC_DA_CIRCOLAZIONE_VEICOLI_SCONTRO_TRA_VEICOLI_ART_2054_C_C_REGIME_ORDIN_160001,RC da circolazione veicoli – scontro tra veicoli (art. 2054 c.c.) – regime ordinario,uffici_destinatari,uffici_destinatari,uffici_destinatari,uffici_destinatari,True,True,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RC_DA_CIRCOLAZIONE_VEICOLI_SCONTRO_TRA_VEICOLI_ART_2054_C_C_REGIME_ORDIN_160001,RC da circolazione veicoli – scontro tra veicoli (art. 2054 c.c.) – regime ordinario,tipologie_di_intervento,tipologie_di_intervento,tipologie_di_intervento,tipologie_di_intervento,False,False,False,True,False,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RC_DA_CIRCOLAZIONE_VEICOLI_SCONTRO_TRA_VEICOLI_ART_2054_C_C_REGIME_ORDIN_160001,RC da circolazione veicoli – scontro tra veicoli (art. 2054 c.c.) – regime ordinario,presupposti_sostanziali,presupposti_sostanziali,presupposti_sostanziali,presupposti_sostanziali,False,False,False,True,False,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RC_DA_CIRCOLAZIONE_VEICOLI_SCONTRO_TRA_VEICOLI_ART_2054_C_C_REGIME_ORDIN_160001,RC da circolazione veicoli – scontro tra veicoli (art. 2054 c.c.) – regime ordinario,legittimati_attivi,legittimati_attivi,legittimati_attivi,legittimati_attivi,False,False,False,True,False,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RC_DA_CIRCOLAZIONE_VEICOLI_SCONTRO_TRA_VEICOLI_ART_2054_C_C_REGIME_ORDIN_160001,RC da circolazione veicoli – scontro tra veicoli (art. 2054 c.c.) – regime ordinario,obbligo_mediazione,obbligo_mediazione,obbligo_mediazione,obbligo_mediazione,True,True,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RC_DA_CIRCOLAZIONE_VEICOLI_SCONTRO_TRA_VEICOLI_ART_2054_C_C_REGIME_ORDIN_160001,RC da circolazione veicoli – scontro tra veicoli (art. 2054 c.c.) – regime ordinario,adempimenti_propedeutici,adempimenti_propedeutici,adempimenti_propedeutici,adempimenti_propedeutici,True,True,True,True,True,"1,2,3,4","1,2,3,4",,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RC_DA_CIRCOLAZIONE_VEICOLI_SCONTRO_TRA_VEICOLI_ART_2054_C_C_REGIME_ORDIN_160001,RC da circolazione veicoli – scontro tra veicoli (art. 2054 c.c.) – regime ordinario,richiesta_provvedimenti_urgenti,richiesta_provvedimenti_urgenti,richiesta_provvedimenti_urgenti,richiesta_provvedimenti_urgenti,False,False,False,True,False,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RC_DA_CIRCOLAZIONE_VEICOLI_SCONTRO_TRA_VEICOLI_ART_2054_C_C_REGIME_ORDIN_160001,RC da circolazione veicoli – scontro tra veicoli (art. 2054 c.c.) – regime ordinario,avvertimenti_obbligatori,atto_principale.avvertimenti_obbligatori,atto_principale.avvertimenti_obbligatori,atto_principale.avvertimenti_obbligatori,True,True,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RC_DA_CIRCOLAZIONE_VEICOLI_SCONTRO_TRA_VEICOLI_ART_2054_C_C_REGIME_ORDIN_160001,RC da circolazione veicoli – scontro tra veicoli (art. 2054 c.c.) – regime ordinario,allegati_obbligatori,allegati_obbligatori,allegati_obbligatori,allegati_obbligatori,True,True,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RC_DA_CIRCOLAZIONE_VEICOLI_SCONTRO_TRA_VEICOLI_ART_2054_C_C_REGIME_ORDIN_160001,RC da circolazione veicoli – scontro tra veicoli (art. 2054 c.c.) – regime ordinario,termini_processuali,termini_processuali,termini_processuali,termini_processuali,True,True,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RC_DA_CIRCOLAZIONE_VEICOLI_SCONTRO_TRA_VEICOLI_ART_2054_C_C_REGIME_ORDIN_160001,RC da circolazione veicoli – scontro tra veicoli (art. 2054 c.c.) – regime ordinario,esiti_processuali_tipici,esiti_processuali_tipici,esiti_processuali_tipici,esiti_processuali_tipici,False,False,False,True,False,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RC_DA_CIRCOLAZIONE_VEICOLI_SCONTRO_TRA_VEICOLI_ART_2054_C_C_REGIME_ORDIN_160001,RC da circolazione veicoli – scontro tra veicoli (art. 2054 c.c.) – regime ordinario,normativa,normativa,normativa,normativa,True,True,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RC_DA_CIRCOLAZIONE_VEICOLI_SCONTRO_TRA_VEICOLI_ART_2054_C_C_REGIME_ORDIN_160001,RC da circolazione veicoli – scontro tra veicoli (art. 2054 c.c.) – regime ordinario,atto_principale,atto_principale,atto_principale,atto_principale,True,True,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RC_DA_CIRCOLAZIONE_VEICOLI_SCONTRO_TRA_VEICOLI_ART_2054_C_C_REGIME_ORDIN_160001,RC da circolazione veicoli – scontro tra veicoli (art. 2054 c.c.) – regime ordinario,fonti_verifica_web,fonti_verifica_web,fonti_verifica_web,fonti_verifica_web,True,True,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RC_DA_CIRCOLAZIONE_VEICOLI_SCONTRO_TRA_VEICOLI_ART_2054_C_C_REGIME_ORDIN_160001,RC da circolazione veicoli – scontro tra veicoli (art. 2054 c.c.) – regime ordinario,presidi_operativi_integrativi,presidi_operativi_integrativi,presidi_operativi_integrativi,presidi_operativi_integrativi,False,False,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RC_DA_CIRCOLAZIONE_VEICOLI_SCONTRO_TRA_VEICOLI_ART_2054_C_C_REGIME_ORDIN_160001,RC da circolazione veicoli – scontro tra veicoli (art. 2054 c.c.) – regime ordinario,specialistica:presunzione_colpa_concorrente_2054_c2,presunzione_colpa_concorrente_2054_c2,presunzione_colpa_concorrente_2054_c2,presunzione_colpa_concorrente_2054_c2,True,True,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RC_DA_CIRCOLAZIONE_VEICOLI_SCONTRO_TRA_VEICOLI_ART_2054_C_C_REGIME_ORDIN_160001,RC da circolazione veicoli – scontro tra veicoli (art. 2054 c.c.) – regime ordinario,specialistica:procedura_CARD_art149,procedura_CARD_art149,procedura_CARD_art149,procedura_CARD_art149,True,True,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_MODIFICA_DELLE_CONDIZIONI_DI_SEPARAZIONE_O_DIVORZIO_PER_SOPRAVVENIENZE_A_111030,Modifica delle condizioni di separazione o divorzio per sopravvenienze (art. 337-quinquies c.c.),denominazione,denominazione,denominazione,denominazione,True,True,True,True,True,,,,Modifica delle condizioni di separazione o divorzio per sopravvenienze (art. 337-quinquies c.c.),Modifica delle condizioni di separazione o divorzio per sopravvenienze (art. 337-quinquies c.c.),False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_MODIFICA_DELLE_CONDIZIONI_DI_SEPARAZIONE_O_DIVORZIO_PER_SOPRAVVENIENZE_A_111030,Modifica delle condizioni di separazione o divorzio per sopravvenienze (art. 337-quinquies c.c.),categoria,categoria,categoria,categoria,True,True,True,True,True,,,,Persone e famiglia – modifica condizioni,Persone e famiglia – modifica condizioni,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_MODIFICA_DELLE_CONDIZIONI_DI_SEPARAZIONE_O_DIVORZIO_PER_SOPRAVVENIENZE_A_111030,Modifica delle condizioni di separazione o divorzio per sopravvenienze (art. 337-quinquies c.c.),sottocategoria,sottocategoria,sottocategoria,sottocategoria,False,False,False,True,False,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_MODIFICA_DELLE_CONDIZIONI_DI_SEPARAZIONE_O_DIVORZIO_PER_SOPRAVVENIENZE_A_111030,Modifica delle condizioni di separazione o divorzio per sopravvenienze (art. 337-quinquies c.c.),rito,rito,rito,rito,True,True,True,True,True,,,,Rito unificato 473-bis c.p.c. (Cartabia),Rito unificato 473-bis c.p.c. (Cartabia),False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_MODIFICA_DELLE_CONDIZIONI_DI_SEPARAZIONE_O_DIVORZIO_PER_SOPRAVVENIENZE_A_111030,Modifica delle condizioni di separazione o divorzio per sopravvenienze (art. 337-quinquies c.c.),competenza,competenza,competenza,competenza,True,True,True,True,True,,,,Tribunale sezione famiglia – residenza abituale del minore o foro originario,Tribunale sezione famiglia – residenza abituale del minore o foro originario,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_MODIFICA_DELLE_CONDIZIONI_DI_SEPARAZIONE_O_DIVORZIO_PER_SOPRAVVENIENZE_A_111030,Modifica delle condizioni di separazione o divorzio per sopravvenienze (art. 337-quinquies c.c.),uffici_destinatari,uffici_destinatari,uffici_destinatari,uffici_destinatari,True,True,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_MODIFICA_DELLE_CONDIZIONI_DI_SEPARAZIONE_O_DIVORZIO_PER_SOPRAVVENIENZE_A_111030,Modifica delle condizioni di separazione o divorzio per sopravvenienze (art. 337-quinquies c.c.),tipologie_di_intervento,tipologie_di_intervento,tipologie_di_intervento,tipologie_di_intervento,False,False,False,True,False,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_MODIFICA_DELLE_CONDIZIONI_DI_SEPARAZIONE_O_DIVORZIO_PER_SOPRAVVENIENZE_A_111030,Modifica delle condizioni di separazione o divorzio per sopravvenienze (art. 337-quinquies c.c.),presupposti_sostanziali,presupposti_sostanziali,presupposti_sostanziali,presupposti_sostanziali,False,False,False,True,False,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_MODIFICA_DELLE_CONDIZIONI_DI_SEPARAZIONE_O_DIVORZIO_PER_SOPRAVVENIENZE_A_111030,Modifica delle condizioni di separazione o divorzio per sopravvenienze (art. 337-quinquies c.c.),legittimati_attivi,legittimati_attivi,legittimati_attivi,legittimati_attivi,False,False,False,True,False,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_MODIFICA_DELLE_CONDIZIONI_DI_SEPARAZIONE_O_DIVORZIO_PER_SOPRAVVENIENZE_A_111030,Modifica delle condizioni di separazione o divorzio per sopravvenienze (art. 337-quinquies c.c.),obbligo_mediazione,obbligo_mediazione,obbligo_mediazione,obbligo_mediazione,True,True,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_MODIFICA_DELLE_CONDIZIONI_DI_SEPARAZIONE_O_DIVORZIO_PER_SOPRAVVENIENZE_A_111030,Modifica delle condizioni di separazione o divorzio per sopravvenienze (art. 337-quinquies c.c.),adempimenti_propedeutici,adempimenti_propedeutici,adempimenti_propedeutici,adempimenti_propedeutici,True,True,True,True,True,"1,2,3","1,2,3",,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_MODIFICA_DELLE_CONDIZIONI_DI_SEPARAZIONE_O_DIVORZIO_PER_SOPRAVVENIENZE_A_111030,Modifica delle condizioni di separazione o divorzio per sopravvenienze (art. 337-quinquies c.c.),richiesta_provvedimenti_urgenti,richiesta_provvedimenti_urgenti,richiesta_provvedimenti_urgenti,richiesta_provvedimenti_urgenti,False,False,False,True,False,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_MODIFICA_DELLE_CONDIZIONI_DI_SEPARAZIONE_O_DIVORZIO_PER_SOPRAVVENIENZE_A_111030,Modifica delle condizioni di separazione o divorzio per sopravvenienze (art. 337-quinquies c.c.),avvertimenti_obbligatori,atto_principale.avvertimenti_obbligatori,atto_principale.avvertimenti_obbligatori,atto_principale.avvertimenti_obbligatori,True,True,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_MODIFICA_DELLE_CONDIZIONI_DI_SEPARAZIONE_O_DIVORZIO_PER_SOPRAVVENIENZE_A_111030,Modifica delle condizioni di separazione o divorzio per sopravvenienze (art. 337-quinquies c.c.),allegati_obbligatori,allegati_obbligatori,allegati_obbligatori,allegati_obbligatori,True,True,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_MODIFICA_DELLE_CONDIZIONI_DI_SEPARAZIONE_O_DIVORZIO_PER_SOPRAVVENIENZE_A_111030,Modifica delle condizioni di separazione o divorzio per sopravvenienze (art. 337-quinquies c.c.),termini_processuali,termini_processuali,termini_processuali,termini_processuali,True,True,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_MODIFICA_DELLE_CONDIZIONI_DI_SEPARAZIONE_O_DIVORZIO_PER_SOPRAVVENIENZE_A_111030,Modifica delle condizioni di separazione o divorzio per sopravvenienze (art. 337-quinquies c.c.),esiti_processuali_tipici,esiti_processuali_tipici,esiti_processuali_tipici,esiti_processuali_tipici,False,False,False,True,False,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_MODIFICA_DELLE_CONDIZIONI_DI_SEPARAZIONE_O_DIVORZIO_PER_SOPRAVVENIENZE_A_111030,Modifica delle condizioni di separazione o divorzio per sopravvenienze (art. 337-quinquies c.c.),normativa,normativa,normativa,normativa,True,True,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_MODIFICA_DELLE_CONDIZIONI_DI_SEPARAZIONE_O_DIVORZIO_PER_SOPRAVVENIENZE_A_111030,Modifica delle condizioni di separazione o divorzio per sopravvenienze (art. 337-quinquies c.c.),atto_principale,atto_principale,atto_principale,atto_principale,True,True,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_MODIFICA_DELLE_CONDIZIONI_DI_SEPARAZIONE_O_DIVORZIO_PER_SOPRAVVENIENZE_A_111030,Modifica delle condizioni di separazione o divorzio per sopravvenienze (art. 337-quinquies c.c.),fonti_verifica_web,fonti_verifica_web,fonti_verifica_web,fonti_verifica_web,True,True,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_MODIFICA_DELLE_CONDIZIONI_DI_SEPARAZIONE_O_DIVORZIO_PER_SOPRAVVENIENZE_A_111030,Modifica delle condizioni di separazione o divorzio per sopravvenienze (art. 337-quinquies c.c.),presidi_operativi_integrativi,presidi_operativi_integrativi,presidi_operativi_integrativi,presidi_operativi_integrativi,False,False,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_MODIFICA_DELLE_CONDIZIONI_DI_SEPARAZIONE_O_DIVORZIO_PER_SOPRAVVENIENZE_A_111030,Modifica delle condizioni di separazione o divorzio per sopravvenienze (art. 337-quinquies c.c.),specialistica:presupposti_sopravvenienza,presupposti_sopravvenienza,presupposti_sopravvenienza,presupposti_sopravvenienza,True,True,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_MODIFICA_DELLE_CONDIZIONI_DI_SEPARAZIONE_O_DIVORZIO_PER_SOPRAVVENIENZE_A_111030,Modifica delle condizioni di separazione o divorzio per sopravvenienze (art. 337-quinquies c.c.),specialistica:tipi_di_modifica_possibili,tipi_di_modifica_possibili,tipi_di_modifica_possibili,tipi_di_modifica_possibili,True,True,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RISOLUZIONE_PER_ECCESSIVA_ONEROSIT_SOPRAVVENUTA_ART_1467_C_C_140020,Risoluzione per eccessiva onerosità sopravvenuta (art. 1467 c.c.),denominazione,denominazione,denominazione,denominazione,True,True,True,True,True,,,,Risoluzione per eccessiva onerosità sopravvenuta (art. 1467 c.c.),Risoluzione per eccessiva onerosità sopravvenuta (art. 1467 c.c.),False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RISOLUZIONE_PER_ECCESSIVA_ONEROSIT_SOPRAVVENUTA_ART_1467_C_C_140020,Risoluzione per eccessiva onerosità sopravvenuta (art. 1467 c.c.),categoria,categoria,categoria,categoria,True,True,True,True,True,,,,Contratti – patologia – onerosità sopravvenuta,Contratti – patologia – onerosità sopravvenuta,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RISOLUZIONE_PER_ECCESSIVA_ONEROSIT_SOPRAVVENUTA_ART_1467_C_C_140020,Risoluzione per eccessiva onerosità sopravvenuta (art. 1467 c.c.),sottocategoria,sottocategoria,sottocategoria,sottocategoria,False,False,False,True,False,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RISOLUZIONE_PER_ECCESSIVA_ONEROSIT_SOPRAVVENUTA_ART_1467_C_C_140020,Risoluzione per eccessiva onerosità sopravvenuta (art. 1467 c.c.),rito,rito,rito,rito,True,True,True,True,True,,,,Rito ordinario di cognizione,Rito ordinario di cognizione,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RISOLUZIONE_PER_ECCESSIVA_ONEROSIT_SOPRAVVENUTA_ART_1467_C_C_140020,Risoluzione per eccessiva onerosità sopravvenuta (art. 1467 c.c.),competenza,competenza,competenza,competenza,True,True,True,True,True,,,,Tribunale – foro residenza convenuto o luogo esecuzione,Tribunale – foro residenza convenuto o luogo esecuzione,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RISOLUZIONE_PER_ECCESSIVA_ONEROSIT_SOPRAVVENUTA_ART_1467_C_C_140020,Risoluzione per eccessiva onerosità sopravvenuta (art. 1467 c.c.),uffici_destinatari,uffici_destinatari,uffici_destinatari,uffici_destinatari,True,True,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RISOLUZIONE_PER_ECCESSIVA_ONEROSIT_SOPRAVVENUTA_ART_1467_C_C_140020,Risoluzione per eccessiva onerosità sopravvenuta (art. 1467 c.c.),tipologie_di_intervento,tipologie_di_intervento,tipologie_di_intervento,tipologie_di_intervento,False,False,False,True,False,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RISOLUZIONE_PER_ECCESSIVA_ONEROSIT_SOPRAVVENUTA_ART_1467_C_C_140020,Risoluzione per eccessiva onerosità sopravvenuta (art. 1467 c.c.),presupposti_sostanziali,presupposti_sostanziali,presupposti_sostanziali,presupposti_sostanziali,False,False,False,True,False,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RISOLUZIONE_PER_ECCESSIVA_ONEROSIT_SOPRAVVENUTA_ART_1467_C_C_140020,Risoluzione per eccessiva onerosità sopravvenuta (art. 1467 c.c.),legittimati_attivi,legittimati_attivi,legittimati_attivi,legittimati_attivi,False,False,False,True,False,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RISOLUZIONE_PER_ECCESSIVA_ONEROSIT_SOPRAVVENUTA_ART_1467_C_C_140020,Risoluzione per eccessiva onerosità sopravvenuta (art. 1467 c.c.),obbligo_mediazione,obbligo_mediazione,obbligo_mediazione,obbligo_mediazione,True,True,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RISOLUZIONE_PER_ECCESSIVA_ONEROSIT_SOPRAVVENUTA_ART_1467_C_C_140020,Risoluzione per eccessiva onerosità sopravvenuta (art. 1467 c.c.),adempimenti_propedeutici,adempimenti_propedeutici,adempimenti_propedeutici,adempimenti_propedeutici,True,True,True,True,True,"1,2,3,4","1,2,3,4",,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RISOLUZIONE_PER_ECCESSIVA_ONEROSIT_SOPRAVVENUTA_ART_1467_C_C_140020,Risoluzione per eccessiva onerosità sopravvenuta (art. 1467 c.c.),richiesta_provvedimenti_urgenti,richiesta_provvedimenti_urgenti,richiesta_provvedimenti_urgenti,richiesta_provvedimenti_urgenti,False,False,False,True,False,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RISOLUZIONE_PER_ECCESSIVA_ONEROSIT_SOPRAVVENUTA_ART_1467_C_C_140020,Risoluzione per eccessiva onerosità sopravvenuta (art. 1467 c.c.),avvertimenti_obbligatori,atto_principale.avvertimenti_obbligatori,atto_principale.avvertimenti_obbligatori,atto_principale.avvertimenti_obbligatori,True,True,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RISOLUZIONE_PER_ECCESSIVA_ONEROSIT_SOPRAVVENUTA_ART_1467_C_C_140020,Risoluzione per eccessiva onerosità sopravvenuta (art. 1467 c.c.),allegati_obbligatori,allegati_obbligatori,allegati_obbligatori,allegati_obbligatori,True,True,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RISOLUZIONE_PER_ECCESSIVA_ONEROSIT_SOPRAVVENUTA_ART_1467_C_C_140020,Risoluzione per eccessiva onerosità sopravvenuta (art. 1467 c.c.),termini_processuali,termini_processuali,termini_processuali,termini_processuali,True,True,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RISOLUZIONE_PER_ECCESSIVA_ONEROSIT_SOPRAVVENUTA_ART_1467_C_C_140020,Risoluzione per eccessiva onerosità sopravvenuta (art. 1467 c.c.),esiti_processuali_tipici,esiti_processuali_tipici,esiti_processuali_tipici,esiti_processuali_tipici,False,False,False,True,False,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RISOLUZIONE_PER_ECCESSIVA_ONEROSIT_SOPRAVVENUTA_ART_1467_C_C_140020,Risoluzione per eccessiva onerosità sopravvenuta (art. 1467 c.c.),normativa,normativa,normativa,normativa,True,True,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RISOLUZIONE_PER_ECCESSIVA_ONEROSIT_SOPRAVVENUTA_ART_1467_C_C_140020,Risoluzione per eccessiva onerosità sopravvenuta (art. 1467 c.c.),atto_principale,atto_principale,atto_principale,atto_principale,True,True,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RISOLUZIONE_PER_ECCESSIVA_ONEROSIT_SOPRAVVENUTA_ART_1467_C_C_140020,Risoluzione per eccessiva onerosità sopravvenuta (art. 1467 c.c.),fonti_verifica_web,fonti_verifica_web,fonti_verifica_web,fonti_verifica_web,True,True,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RISOLUZIONE_PER_ECCESSIVA_ONEROSIT_SOPRAVVENUTA_ART_1467_C_C_140020,Risoluzione per eccessiva onerosità sopravvenuta (art. 1467 c.c.),presidi_operativi_integrativi,presidi_operativi_integrativi,presidi_operativi_integrativi,presidi_operativi_integrativi,False,False,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RISOLUZIONE_PER_ECCESSIVA_ONEROSIT_SOPRAVVENUTA_ART_1467_C_C_140020,Risoluzione per eccessiva onerosità sopravvenuta (art. 1467 c.c.),specialistica:presupposti_1467,presupposti_1467,presupposti_1467,presupposti_1467,True,True,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RISOLUZIONE_PER_ECCESSIVA_ONEROSIT_SOPRAVVENUTA_ART_1467_C_C_140020,Risoluzione per eccessiva onerosità sopravvenuta (art. 1467 c.c.),specialistica:alea_normale_limite,alea_normale_limite,alea_normale_limite,alea_normale_limite,True,True,True,True,True,,,,,,False,,ok
kb_98_set15_parte1.json,TOP18_SET15_PARTE1,GUIDA_RISOLUZIONE_PER_ECCESSIVA_ONEROSIT_SOPRAVVENUTA_ART_1467_C_C_140020,Risoluzione per eccessiva onerosità sopravvenuta (art. 1467 c.c.),specialistica:diritto_di_offerta_di_riconduzione_1467_c3,diritto_di_offerta_di_riconduzione_1467_c3,diritto_di_offerta_di_riconduzione_1467_c3,diritto_di_offerta_di_riconduzione_1467_c3,True,True,True,True,True,,,,,,False,,ok
